13740|||Billings, MT|Metropolitan Statistical Area|158050|158050|158529|160097|479|1568|193|637|510|2001|317|1364|289|935|17|58|272|877|-3|-4
13740||30009|Carbon County, MT|County or equivalent|10078|10078|10079|10028|1|-51|14|-9|22|72|8|81|-11|-39|0|4|-11|-43|-2|-3
13740||30111|Yellowstone County, MT|County or equivalent|147972|147972|148450|150069|478|1619|179|646|488|1929|309|1283|300|974|17|54|283|920|-1|-1
13780|||Binghamton, NY|Metropolitan Statistical Area|251725|251725|251463|250074|-262|-1389|12|48|641|2539|629|2491|-273|-1447|78|244|-351|-1691|-1|10
13780||36007|Broome County, NY|County or equivalent|200600|200600|200368|199031|-232|-1337|-3|-56|510|2018|513|2074|-229|-1294|78|241|-307|-1535|0|13
13780||36107|Tioga County, NY|County or equivalent|51125|51125|51095|51043|-30|-52|15|104|131|521|116|417|-44|-153|0|3|-44|-156|-1|-3
13820|||Birmingham-Hoover, AL|Metropolitan Statistical Area|1128047|1128050|1129068|1132264|1018|3196|941|4421|3610|15283|2669|10862|74|-1207|411|1245|-337|-2452|3|-18
13820||1007|Bibb County, AL|County or equivalent|22915|22919|22880|22766|-39|-114|4|10|56|225|52|215|-44|-125|2|10|-46|-135|1|1
13820||1009|Blount County, AL|County or equivalent|57322|57322|57387|57677|65|290|32|134|170|690|138|556|36|160|27|110|9|50|-3|-4
13820||1021|Chilton County, AL|County or equivalent|43643|43642|43722|43895|80|173|27|132|135|569|108|437|54|43|10|52|44|-9|-1|-2
13820||1073|Jefferson County, AL|County or equivalent|658466|658466|658386|658931|-80|545|511|2653|2160|9452|1649|6799|-596|-2115|256|690|-852|-2805|5|7
13820||1115|St. Clair County, AL|County or equivalent|83593|83598|83835|84398|237|563|83|330|271|1096|188|766|154|242|15|58|139|184|0|-9
13820||1117|Shelby County, AL|County or equivalent|195085|195080|195858|197936|778|2078|327|1258|622|2441|295|1183|446|831|97|311|349|520|5|-11
13820||1127|Walker County, AL|County or equivalent|67023|67023|67000|66661|-23|-339|-43|-96|196|810|239|906|24|-243|4|14|20|-257|-4|0
13900|||Bismarck, ND|Metropolitan Statistical Area|108779|108779|109305|110879|526|1574|169|613|377|1456|208|843|354|957|11|40|343|917|3|4
13900||38015|Burleigh County, ND|County or equivalent|81308|81308|81706|83145|398|1439|124|455|275|1065|151|610|272|977|10|36|262|941|2|7
13900||38059|Morton County, ND|County or equivalent|27471|27471|27599|27734|128|135|45|158|102|391|57|233|82|-20|1|4|81|-24|1|-3
13980|||Blacksburg-Christiansburg-Radford, VA|Metropolitan Statistical Area|162958|162958|163043|162487|85|-556|36|233|360|1449|324|1216|54|-795|73|262|-19|-1057|-5|6
13980||51071|Giles County, VA|County or equivalent|17286|17286|17289|17124|3|-165|-7|-27|46|178|53|205|11|-139|0|2|11|-141|-1|1
13980||51121|Montgomery County, VA|County or equivalent|94392|94392|94510|94342|118|-168|65|303|213|845|148|542|55|-478|58|206|-3|-684|-2|7
13980||51155|Pulaski County, VA|County or equivalent|34872|34872|34796|34607|-76|-189|-49|-102|66|291|115|393|-25|-83|1|0|-26|-83|-2|-4
13980||51750|Radford city, VA|County or equivalent|16408|16408|16448|16414|40|-34|27|59|35|135|8|76|13|-95|14|54|-1|-149|0|2
14020|||Bloomington, IN|Metropolitan Statistical Area|192714|192714|193246|194193|532|947|108|470|472|1887|364|1417|421|478|136|489|285|-11|3|-1
14020||18055|Greene County, IN|County or equivalent|33165|33165|33185|32895|20|-290|-8|-18|91|374|99|392|30|-272|0|4|30|-276|-2|0
14020||18105|Monroe County, IN|County or equivalent|137974|137974|138478|139799|504|1321|122|488|325|1281|203|793|376|834|133|472|243|362|6|-1
14020||18119|Owen County, IN|County or equivalent|21575|21575|21583|21499|8|-84|-6|0|56|232|62|232|15|-84|3|13|12|-97|-1|0
14060|||Bloomington-Normal, IL|Metropolitan Statistical Area|169572|169572|169838|170556|266|718|259|1039|541|2097|282|1058|7|-321|83|320|-76|-641|0|0
14060||17113|McLean County, IL|County or equivalent|169572|169572|169838|170556|266|718|259|1039|541|2097|282|1058|7|-321|83|320|-76|-641|0|0
14260|||Boise City-Nampa, ID|Metropolitan Statistical Area|616561|616561|618053|627664|1492|9611|1205|4648|2128|8500|923|3852|301|4954|320|1026|-19|3928|-14|9
14260||16001|Ada County, ID|County or equivalent|392365|392365|393466|400842|1101|7376|686|2721|1259|5024|573|2303|427|4633|216|636|211|3997|-12|22
14260||16015|Boise County, ID|County or equivalent|7028|7028|7017|7025|-11|8|5|-4|8|49|3|53|-16|13|3|12|-19|1|0|-1
14260||16027|Canyon County, ID|County or equivalent|188923|188923|189410|191694|487|2284|503|1886|786|3104|283|1218|-14|411|90|331|-104|80|-2|-13
14260||16045|Gem County, ID|County or equivalent|16719|16719|16669|16665|-50|-4|-11|-8|41|177|52|185|-39|5|3|14|-42|-9|0|-1
14260||16073|Owyhee County, ID|County or equivalent|11526|11526|11491|11438|-35|-53|22|53|34|146|12|93|-57|-108|8|33|-65|-141|0|2
14460|||Boston-Cambridge-Quincy, MA-NH|Metropolitan Statistical Area|4552402|4552402|4559372|4591112|6970|31740|4753|18143|13090|51666|8337|33523|2270|13867|3796|15494|-1526|-1627|-53|-270
14460|14484||Boston-Quincy, MA|Metropolitan Division|1887792|1887792|1890569|1903947|2777|13378|1944|7577|5467|21577|3523|14000|822|5903|1842|7319|-1020|-1416|11|-102
14460|14484|25021|Norfolk County, MA|County or equivalent|670850|670850|672107|675436|1257|3329|436|1609|1778|6966|1342|5357|829|1757|344|1553|485|204|-8|-37
14460|14484|25023|Plymouth County, MA|County or equivalent|494919|494919|495731|497579|812|1848|316|1207|1320|5181|1004|3974|511|671|228|768|283|-97|-15|-30
14460|14484|25025|Suffolk County, MA|County or equivalent|722023|722023|722731|730932|708|8201|1192|4761|2369|9430|1177|4669|-518|3475|1270|4998|-1788|-1523|34|-35
